Bus Stop Name,Bus Stop ID,Service Provider ID,Service Provider Name,Latitude,Longitude,Route ID,Route Name,Updated Date
MESRA INN,1002022,20,Rapid KL,3.174173,101.690357,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
MONOREL CHOW KIT,1002053,20,Rapid KL,3.16758555,101.6982345,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH 19 KOMPLEKS BATU,1002530,20,Rapid KL,3.183883601,101.6810053,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH 26 KONDO SANG SURIA,1002531,20,Rapid KL,3.184223581,101.6816031,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH 27 TMN BAMBOO,1002533,20,Rapid KL,3.195147046,101.6794485,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH29 KOMPLEKS MIKASA,1002534,20,Rapid KL,3.198478923,101.6783786,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH30 KOMPLEKS MUTIARA,1002535,20,Rapid KL,3.191330667,101.6807849,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH32 P/RAYA UMARANI,1002536,20,Rapid KL,3.194431994,101.6799052,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PH5 TAN CHONG MOTOR,1002537,20,Rapid KL,3.169198756,101.6957773,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PPR TMN BT MUDA BLOK A,1002612,20,Rapid KL,3.208419355,101.6803322,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PPR TMN BT MUDA BLOK A,1002613,20,Rapid KL,3.208232295,101.6805802,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PPR TMN BT MUDA BLOK B,1002614,20,Rapid KL,3.206981682,101.6793629,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
PPR TMN BT MUDA BLOK B,1002615,20,Rapid KL,3.206979818,101.6797943,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH LOT 11,1002871,20,Rapid KL,3.215811793,101.6871067,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH LOT 14,1002872,20,Rapid KL,3.216116076,101.6857767,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH LOT 23,1002873,20,Rapid KL,3.214812483,101.6846332,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH LOT 23,1002874,20,Rapid KL,3.214798034,101.6847787,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH TERES 1,1003008,20,Rapid KL,3.227867288,101.6867,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH TERES 2,1003009,20,Rapid KL,3.228208703,101.6882679,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
RUMAH TERES NO 39,1003042,20,Rapid KL,3.227993212,101.688207,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SK LELAKI JLN BATU,1003299,20,Rapid KL,3.159664179,101.6947001,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SK SRI DHANDAYUTHAPANI,1001710,20,Rapid KL,3.176318,101.688001,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL28 PADANG AWAM BATU CAVES (OPP),1001445,20,Rapid KL,3.235465,101.677474,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL29 KOMPLEKS AMANIAH (OPP),1001728,20,Rapid KL,3.235101,101.675116,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL30 KOMERSIAL TAMAN SELAYANG,1002356,20,Rapid KL,3.235967415,101.6735984,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL31 SK TMN SELAYANG,1003330,20,Rapid KL,3.241483,101.673317,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL33 KOMPLEKS SRI SIANTAN,1001635,20,Rapid KL,3.246273419,101.6740809,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL472 TAMAN SELAYANG MUTIARA,1001991,20,Rapid KL,3.260675202,101.6738109,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL473 HAB TMN JASA UTAMA,1003985,20,Rapid KL,3.269051479,101.6815597,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL475 KG BARU SG TUA (BARAT),1001095,20,Rapid KL,3.25276132,101.6780357,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL481 BALAI MUKIM BATU (OPP),1002584,20,Rapid KL,3.247876,101.674629,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL482 SMK TAMAN SELAYANG (OPP),1001555,20,Rapid KL,3.243329479,101.6740608,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL486 NISSAN (OPP),1002756,20,Rapid KL,3.233950307,101.6828217,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL487 AMARI BUSINESS PARK,1002019,20,Rapid KL,3.231708696,101.6826638,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL488 KJCF,1001505,20,Rapid KL,3.229261692,101.6824559,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL491 KJCF (OPP),1001491,20,Rapid KL,3.229023,101.682252,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL492 AMARI BUSINESS PARK,1002018,20,Rapid KL,3.231727806,101.6823852,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL493 NISSAN,1002755,20,Rapid KL,3.234001267,101.6825853,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL56 BALAI MUKIM BATU,1000192,20,Rapid KL,3.248154349,101.6744866,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL60 KG BENDAHARA,1001425,20,Rapid KL,3.261953231,101.6757494,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL61 BDR BARU SELAYANG FASA 2,1000240,20,Rapid KL,3.263017852,101.6785109,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL67 WISMA YATI AHMAD,1004264,20,Rapid KL,3.249811165,101.6753095,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL68 KG BARU SG TUA (TIMUR),1001727,20,Rapid KL,3.254213053,101.6798831,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL69 RUMAH NO 8970,1002967,20,Rapid KL,3.253465202,101.6824562,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL70 RUMPUN NAKHODA RESIDENCE,1002966,20,Rapid KL,3.252813755,101.68367,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL71 LORONG NAKHODA 25,1001781,20,Rapid KL,3.249419023,101.679279,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL72 MASJID KG NAKHODA,1001917,20,Rapid KL,3.249407,101.677987,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL73 KG LAKSAMANA (UTARA),1003261,20,Rapid KL,3.250172389,101.6798808,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL75 AZMIDA TECHNICAL COLLEGE (OPP),1002449,20,Rapid KL,3.249893,101.676544,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL78 KG BARU SG TUA (TIMUR),1001726,20,Rapid KL,3.253920112,101.6798799,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL82 SIMPANG MASUK KG NAKHODA,1003566,20,Rapid KL,3.250468,101.675729,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL83 KOMPLEKS SRI SIANTAN (OPP),1001636,20,Rapid KL,3.246364774,101.6743823,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL84 SMK SERI SELAYANG (OPP),1003331,20,Rapid KL,3.241904623,101.6736049,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL86 PETRONAS DATARAN SELAYANG,1002592,20,Rapid KL,3.238351,101.673264,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL88 KOMPLEKS AMANIAH,1001892,20,Rapid KL,3.235404,101.675139,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SL89 PADANG AWAM BATU CAVES,1001444,20,Rapid KL,3.235693,101.677353,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SMK KG BT,1003379,20,Rapid KL,3.20210321,101.6766403,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SMK P JLN IPOH,1003385,20,Rapid KL,3.187493148,101.6815889,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SMK P JLN IPOH/WISMA RW,1003386,20,Rapid KL,3.188010859,101.6818297,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SPG FLAT TENTERA,1003444,20,Rapid KL,3.213172369,101.6841782,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
SPG FLAT TENTERA,1003445,20,Rapid KL,3.213364556,101.6843375,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
TMN JASA,1003983,20,Rapid KL,3.256248503,101.6727918,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
TMN JASA,1003984,20,Rapid KL,3.256448892,101.6732799,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
TMN KOPERASI POLIS,1003996,20,Rapid KL,3.220531326,101.6894678,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
TMN KOPERASI POLIS 2,1003994,20,Rapid KL,3.220580421,101.6892326,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
TNB,1004104,20,Rapid KL,3.22778945,101.6852621,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
WISMA HAMZAH,1004240,20,Rapid KL,3.148202,101.696375,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
WISMA UMNO,1004263,20,Rapid KL,3.236077491,101.6795832,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
YAYASAN PENDIDIKAN BT/UMNO,1004270,20,Rapid KL,3.226811115,101.68912,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
YAYASAN PENDIDIKAN BT/UMNO,1004271,20,Rapid KL,3.226553053,101.689427,U1730,Taman Jasa Utama ~ Lebuh Ampang,2/2/2021
AGRO BANK,1000048,20,Rapid KL,3.146990473,101.6947792,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
BANGKOK BANK 2,1000220,20,Rapid KL,3.145614471,101.6970887,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
FLAT SRI TERENGGANU,1000784,20,Rapid KL,3.17566429,101.6929015,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KEDAI MOTOR,1001329,20,Rapid KL,3.174349716,101.6925361,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL106 MENARA UAB/CIMB,1000488,20,Rapid KL,3.150702338,101.6955667,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL107 LRT MASJID JAMEK,1001183,20,Rapid KL,3.149509333,101.6965179,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL108 KOTA RAYA,1001673,20,Rapid KL,3.145271745,101.6981892,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2050 PPR SRI TERENGGANU,1001523,20,Rapid KL,3.177926899,101.6925806,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2051 UNION FLAT SENTUL,1003167,20,Rapid KL,3.184346847,101.6917219,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2053 SENTUL PASAR,1000637,20,Rapid KL,3.194039504,101.6906858,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2065 THE CAPERS,1000573,20,Rapid KL,3.179896372,101.6925532,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2083 SENTUL PASAR,1000638,20,Rapid KL,3.194598743,101.6910257,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL2249 PERKIM,1002414,20,Rapid KL,3.171593028,101.6933047,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL36 KOMPLEKS PERTAMA,1001629,20,Rapid KL,3.157889,101.696133,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL37 GLOBE KL,1000875,20,Rapid KL,3.155153653,101.6964078,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL38 COLISEUM,1000502,20,Rapid KL,3.152992873,101.6966014,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL39 MENARA DBKL,1000533,20,Rapid KL,3.153669,101.694597,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL40 MEDAN MARA,1001984,20,Rapid KL,3.157708,101.6945,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL42 EDC HOTEL,1002694,20,Rapid KL,3.164906113,101.6960816,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL47 DAMAI HOSPITAL,1002415,20,Rapid KL,3.170419997,101.6941562,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL49 PERKIM/PUSRAWI,1002413,20,Rapid KL,3.171037686,101.6934108,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL50 DAMAI HOSPITAL,1000514,20,Rapid KL,3.169987,101.695148,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL52 KFC,1001418,20,Rapid KL,3.16749133,101.6962471,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL615 ST JOSEPH CHURCH,1003375,20,Rapid KL,3.186186,101.691462,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL616 PANGSAPURI SENTUL UTARA,1002170,20,Rapid KL,3.189280546,101.6910587,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL617 MASJID AL-HIDAYAH SENTUL,1000769,20,Rapid KL,3.191789925,101.6907882,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL643 MASJID AL-HIDAYAH SENTUL,1000770,20,Rapid KL,3.19207346,101.6910158,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL644 PANGSAPURI SENTUL UTARA,1002171,20,Rapid KL,3.190135507,101.6913193,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL645 SENTUL BOULEVARD (UTARA),1003168,20,Rapid KL,3.186028681,101.692489,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL646 SENTUL BOULEVARD (TIMUR),1003169,20,Rapid KL,3.183683994,101.6942281,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL647 THE FENNEL SENTUL EAST,1003515,20,Rapid KL,3.181685529,101.6932191,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL665 SJKT SENTUL,1001524,20,Rapid KL,3.176864722,101.6929405,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL666 PERUMAHAN AWAM SERI TERENGGANU,1000785,20,Rapid KL,3.175153743,101.6931427,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL68 MONORAIL CHOWKIT,1003247,20,Rapid KL,3.167932,101.697641,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL69 PASAR CHOW KIT,1000477,20,Rapid KL,3.164907581,101.6983821,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL70 SRI AMAR,1004169,20,Rapid KL,3.162104568,101.6979986,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL71 KOMERSIAL TAR,1002359,20,Rapid KL,3.161247553,101.6976137,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
KL996 SENTUL IMPIAN,1002860,20,Rapid KL,3.195429748,101.691428,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
PASAR SENI 1 (PLATFORM A6 - A8),1004340,20,Rapid KL,3.1432,101.6956,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
PEKAN DATO SENU,1002372,20,Rapid KL,3.193618244,101.6957699,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
PH5 TAN CHONG MOTOR,1002537,20,Rapid KL,3.169198756,101.6957773,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
REST NALI`S,1002791,20,Rapid KL,3.19398398,101.6939606,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
RUMAH KEDAI,1002859,20,Rapid KL,3.193962344,101.6957892,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
RUMAH TERES,1003035,20,Rapid KL,3.195278297,101.6919941,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
SK LELAKI JLN BATU,1003299,20,Rapid KL,3.159664179,101.6947001,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
SRK LA SALLE,1003644,20,Rapid KL,3.180332543,101.6922905,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
TADIKA JASMANI,1003788,20,Rapid KL,3.195966129,101.6957465,U1800,Bandar Dato' Senu ~ Pasar Seni,2/2/2021
AGRO BANK (OPP),1000047,20,Rapid KL,3.147136,101.69481,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
BHP,1000294,20,Rapid KL,3.184133761,101.6716604,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
CASARIA KONDOMINIUM,1000466,20,Rapid KL,3.168940883,101.6490304,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
GBH CERAMIC,1000826,20,Rapid KL,3.183381284,101.674413,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
HD TOKYO,1000828,20,Rapid KL,3.181775633,101.6775575,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
HENTIAN LALUAN 190,1002059,20,Rapid KL,3.163737597,101.647714,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
JAB L/R NKVE,1001020,20,Rapid KL,3.175317035,101.6511186,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
JAB L/R NKVE,1001021,20,Rapid KL,3.175708852,101.6513942,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
JLN KIARA 60/70,1001120,20,Rapid KL,3.171276963,101.649715,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
JOO & COO,1001192,20,Rapid KL,3.182719958,101.6547397,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
JOO & COO,1001193,20,Rapid KL,3.183208419,101.6550433,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KEDAI SPARE PART,1001358,20,Rapid KL,3.185427161,101.6692526,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KIARA KONDO,1001475,20,Rapid KL,3.17395085,101.651141,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL103 MAYBANK,1006277,20,Rapid KL,3.14694,101.69683,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL104 LIN HO,1000273,20,Rapid KL,3.147642,101.697527,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL114 DATARAN MERDEKA,1000521,20,Rapid KL,3.149162,101.694376,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1482 GARDEN INTERNATIONAL SCHOOL,1003109,20,Rapid KL,3.166853,101.648723,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1483 FLORA MURNI RESIDENCE,1003528,20,Rapid KL,3.165621,101.648498,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1484 LANAI KIARA (OPP),1003527,20,Rapid KL,3.165563316,101.6483276,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1580 PETRON SENTUL WEST,1002041,20,Rapid KL,3.178511,101.685795,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1590 IMPIAN VILLAS,1001119,20,Rapid KL,3.171038223,101.6494306,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL1683 GARDEN INTERNATIONAL SCHOOL,1003108,20,Rapid KL,3.167098858,101.6485857,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL2249 PERKIM,1002414,20,Rapid KL,3.171593028,101.6933047,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL37 GLOBE KL,1000875,20,Rapid KL,3.155153653,101.6964078,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL38 COLISEUM,1000502,20,Rapid KL,3.152992873,101.6966014,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL39 MENARA DBKL,1000533,20,Rapid KL,3.153669,101.694597,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL40 MEDAN MARA,1001984,20,Rapid KL,3.157708,101.6945,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL41 WISMA SIME DARBY,1003257,20,Rapid KL,3.162295196,101.6955734,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL42 EDC HOTEL,1002694,20,Rapid KL,3.164906113,101.6960816,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL47 DAMAI HOSPITAL,1002415,20,Rapid KL,3.170419997,101.6941562,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL49 PERKIM/PUSRAWI,1002413,20,Rapid KL,3.171037686,101.6934108,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL50 DAMAI HOSPITAL,1000514,20,Rapid KL,3.169987,101.695148,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL524 SMK SEGAMBUT,1003650,20,Rapid KL,3.186831428,101.6675519,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL52 KFC,1001418,20,Rapid KL,3.16749133,101.6962471,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL533 SRJKC KHAI CHEE,1000293,20,Rapid KL,3.185720997,101.6692637,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL534 TEMPLE SEGAMBUT,1003834,20,Rapid KL,3.183817,101.673496,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL541 SMK SEGAMBUT (OPP),1003191,20,Rapid KL,3.186795625,101.6672632,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL542 KG SEGAMBUT DALAM,1002052,20,Rapid KL,3.173059305,101.6501471,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL580 RIVERWALK/MAYBANK,1002529,20,Rapid KL,3.180027,101.683066,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL605 PLAZA PENGKALAN,1002532,20,Rapid KL,3.181992,101.68193,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL606 RIVERWALK/KFC,1001414,20,Rapid KL,3.180066,101.683526,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL607 SENTUL WEST,1003170,20,Rapid KL,3.178841,101.686031,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL608 HOTEL TROPICANA,1000949,20,Rapid KL,3.176957,101.687597,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL609 PH 12 BENGKEL BOMBA,1002528,20,Rapid KL,3.174777,101.690071,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL68 MONORAIL CHOWKIT,1003247,20,Rapid KL,3.167932,101.697641,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL69 PASAR CHOW KIT,1000477,20,Rapid KL,3.164907581,101.6983821,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL70 SRI AMAR,1004169,20,Rapid KL,3.162104568,101.6979986,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL71 KOMERSIAL TAR,1002359,20,Rapid KL,3.161247553,101.6976137,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KL914 TAMAN SEGAMBUT (BARAT),1004132,20,Rapid KL,3.183287288,101.6762587,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KOLAPA PUYUH,1001582,20,Rapid KL,3.185580498,101.6582678,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KTM KOMUTER SEGAMBUT,1001687,20,Rapid KL,3.187153749,101.6628345,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KTM KOMUTER SEGAMBUT,1001688,20,Rapid KL,3.186961613,101.6630455,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KUIL,1001715,20,Rapid KL,3.186655204,101.6607872,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
KUIL,1001716,20,Rapid KL,3.186432166,101.6609268,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
LOT 282,1000827,20,Rapid KL,3.183066155,101.6747323,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
LRT MASJID JAMEK,1001811,20,Rapid KL,3.149167403,101.6964725,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MANDI VILLA,1001861,20,Rapid KL,3.185363329,101.6568808,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MANDI VILLA,1001862,20,Rapid KL,3.185180257,101.6569837,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MASJID AL UBUDIAH,1001883,20,Rapid KL,3.177643282,101.6516827,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MASJID AL UBUDIAH,1001884,20,Rapid KL,3.178666821,101.6522239,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MENARA TKSS,1002017,20,Rapid KL,3.182118864,101.6770173,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MESRA INN,1002022,20,Rapid KL,3.174173,101.690357,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
MONT KIARA/DESA SRI HARTAMAS,1002061,20,Rapid KL,3.169089571,101.6492939,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
NO SG 12,1002102,20,Rapid KL,3.185804349,101.6582608,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
PH5 TAN CHONG MOTOR,1002537,20,Rapid KL,3.169198756,101.6957773,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
RUMAH PANJANG,1002996,20,Rapid KL,3.178824897,101.6520709,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
SING FAT HARDWARE,1003265,20,Rapid KL,3.182094981,101.6537836,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
SING FAT HARDWARE,1003266,20,Rapid KL,3.182621406,101.6542144,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
SK LELAKI JLN BATU,1003299,20,Rapid KL,3.159664179,101.6947001,U1900,Segambut Dalam ~ Lin Ho Jln Lekiu,2/2/2021
